@relation 'customer_churn-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-R3,6,7,10,12-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.supervised.instance.Resample-B0.0-S1-Z60.0'

@attribute CashbackAmount numeric
@attribute DaySinceLastOrder numeric
@attribute OrderCount numeric
@attribute CouponUsed numeric
@attribute OrderAmountHikeFromlastYear numeric
@attribute Complain numeric
@attribute NumberOfAddress numeric
@attribute MaritalStatus=Married numeric
@attribute MaritalStatus=Divorced numeric
@attribute MaritalStatus=Single numeric
@attribute SatisfactionScore numeric
@attribute PreferedOrderCat=Grocery numeric
@attribute PreferedOrderCat=Fashion numeric
@attribute PreferedOrderCat=Others numeric
@attribute 'PreferedOrderCat=Mobile Phone' numeric
@attribute PreferedOrderCat=Mobile numeric
@attribute 'PreferedOrderCat=Laptop & Accessory' numeric
@attribute NumberOfDeviceRegistered numeric
@attribute HourSpendOnApp numeric
@attribute Gender=Male numeric
@attribute 'PreferredPaymentMode=Credit Card' numeric
@attribute PreferredPaymentMode=COD numeric
@attribute 'PreferredPaymentMode=E wallet' numeric
@attribute 'PreferredPaymentMode=Cash on Delivery' numeric
@attribute PreferredPaymentMode=CC numeric
@attribute PreferredPaymentMode=UPI numeric
@attribute 'PreferredPaymentMode=Debit Card' numeric
@attribute WarehouseToHome numeric
@attribute CityTier numeric
@attribute PreferredLoginDevice=Computer numeric
@attribute PreferredLoginDevice=Phone numeric
@attribute 'PreferredLoginDevice=Mobile Phone' numeric
@attribute Tenure numeric
@attribute Churn {0,1}

@data
158,8,1,1,16,0,2,0,0,1,2,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,1,10,1,0,0,1,9,0
294,14,6,6,15.707922,0,8,1,0,0,3,0,0,1,0,0,0,4,2,0,1,0,0,0,0,0,0,12,1,0,0,1,16,0
124,3,1,1,13,0,1,1,0,0,4,0,0,0,0,1,0,1,2,1,0,0,0,0,1,0,0,15.639896,1,0,1,0,8,0
180,3,2,1,19,0,7,1,0,0,4,0,0,0,0,0,1,6,3,1,1,0,0,0,0,0,0,9,1,0,0,1,25,0
121,0,2,2,17,0,5,0,1,0,3,0,0,0,0,1,0,3,3,1,0,0,0,0,0,1,0,11,1,1,0,0,10.189899,0
126,4,1,1,13,0,2,0,0,1,1,0,0,0,0,1,0,3,3,1,0,0,0,0,0,1,0,15.639896,1,0,1,0,0,0
148,4,2,1,22,0,2,1,0,0,5,0,0,0,1,0,0,5,4,1,0,0,0,0,0,0,1,15,2,0,1,0,10,0
154,0,1,0,22,1,1,0,0,1,1,0,0,0,0,0,1,3,3,1,0,0,1,0,0,0,0,27,3,0,0,1,24,0
146,4,1,1,20,1,2,1,0,0,2,0,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0,9,3,1,0,0,0,0
176,4,3,0,19,0,1,1,0,0,1,0,1,0,0,0,0,4,3,0,1,0,0,0,0,0,0,9,3,0,0,1,9,0
232,2,3.008004,0,11,1,3,0,1,0,3,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,34,1,1,0,0,25,0
166,0,1,1,19,0,3,1,0,0,4,0,0,0,0,0,1,4,3,1,1,0,0,0,0,0,0,8,3,0,0,1,2,0
153,7,1,1,16,0,2,0,0,1,2,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,1,15,3,0,0,1,1,0
146,3,2,2,19,0,11,0,0,1,4,0,0,0,1,0,0,2,4,0,1,0,0,0,0,0,0,15,2,0,1,0,5,0
190,3,2,1,14,1,5,0,0,1,5,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,1,24,1,0,0,1,16,0
147,3,2,1,12,0,3,1,0,0,4,0,0,0,1,0,0,4,3,1,0,1,0,0,0,0,0,9,1,0,1,0,1,0
190,3,2,2,16,0,11,0,1,0,3,0,0,0,0,0,1,4,4,0,0,0,1,0,0,0,0,11,3,1,0,0,8,0
244,9,3.008004,2,24,1,3,1,0,0,5,0,1,0,0,0,0,4,4,0,1,0,0,0,0,0,0,24,1,0,0,1,4,0
123,5,1,0,19,0,2,0,0,1,2,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,1,15.639896,1,0,1,0,2,0
153,9,6,4,18,0,6,1,0,0,1,0,0,0,1,0,0,4,3,1,0,0,1,0,0,0,0,11,3,1,0,0,11,0
151,0,1,1,14,0,4,1,0,0,5,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,14,1,0,0,1,7,0
165,8,2,1,12,0,5,1,0,0,3,0,0,0,0,0,1,4,3,1,0,0,0,0,0,1,0,16,1,1,0,0,14,0
168,0,1,1,23,0,4,0,0,1,1,0,0,0,0,0,1,4,3,1,0,0,0,0,0,1,0,8,1,0,0,1,15,0
302,2,2,1,15.707922,0,5,1,0,0,1,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1,18,3,0,0,1,19,0
188,5,10,3,12,0,3,1,0,0,3,0,0,0,0,0,1,4,4,0,0,1,0,0,0,0,0,18,1,1,0,0,14,0
154,1,2,2,20,0,3,1,0,0,4,0,0,0,1,0,0,4,4,0,1,0,0,0,0,0,0,10,3,0,0,1,2,0
122,2,2,0,16,0,2,1,0,0,3,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,1,21,1,0,1,0,10.189899,0
222,4.543491,2,1,14,0,5,1,0,0,5,0,0,0,0,0,1,6,3,0,0,0,0,0,0,1,0,15,1,0,0,1,3,0
260,4,3.008004,1,19,0,2,0,0,1,4,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,8,3,0,0,1,14,0
290,0,1,1.751023,12,0,9,1,0,0,5,0,0,1,0,0,0,4,2,1,1,0,0,0,0,0,0,8,1,0,0,1,28,0
176,8,1,1,13,0,1,0,0,1,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,6,1,0,0,1,11,0
156,2,1,1,13,0,5,1,0,0,5,0,0,0,0,0,1,4,3,0,0,0,1,0,0,0,0,22,3,0,0,1,9,0
145,3,2,1,15,0,4,1,0,0,3,0,0,0,1,0,0,4,4,0,1,0,0,0,0,0,0,9,1,0,1,0,14,0
313,9,2,2,15.707922,0,4,0,1,0,4,0,0,1,0,0,0,5,3,0,0,0,1,0,0,0,0,11,3,0,0,1,20,0
180,4,2,2,22,1,7,1,0,0,5,0,0,0,0,0,1,4,4,0,0,0,1,0,0,0,0,7,3,0,0,1,18,0
145,4,1,1,11,1,2,0,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,1,8,3,0,1,0,0,0
146,3,8,5,13,0,6,0,0,1,4,0,0,0,1,0,0,4,2,1,1,0,0,0,0,0,0,10,1,1,0,0,10,0
120,0,1,1,14,0,2,1,0,0,4,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,1,16,1,0,0,1,10.189899,0
258,8,3.008004,6,14,0,11,1,0,0,5,0,1,0,0,0,0,4,3,1,1,0,0,0,0,0,0,13,1,0,0,1,16,0
120,7,7,1,13,0,2,1,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,8,1,0,0,1,10.189899,0
161,4,1,0,12,1,4,1,0,0,1,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,1,27,3,0,0,1,12,0
146,10,11,2,11,0,2,0,0,1,3,0,0,0,0,0,1,4,3,0,0,1,0,0,0,0,0,8,1,0,1,0,12,0
262,4,5,1.751023,14,1,5,0,0,1,2,1,0,0,0,0,0,5,4,0,0,0,0,0,0,0,1,9,1,0,0,1,31,0
178,8,8,5,24,0,9,1,0,0,2,0,0,0,0,0,1,4,3,1,0,0,1,0,0,0,0,34,3,0,0,1,4,0
273,3,2,1.751023,15,1,4,1,0,0,3,1,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,15,1,0,0,1,29,0
125,0,1,0,18,0,7,1,0,0,3,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,1,15.639896,1,0,1,0,2,0
176,8,2,2,14,0,6,1,0,0,1,0,0,0,0,0,1,4,3,1,0,1,0,0,0,0,0,15,3,1,0,0,10,0
149,3,3,3,14,0,3,0,1,0,2,0,0,0,1,0,0,5,3,1,0,0,0,0,0,1,0,11,1,1,0,0,9,0
164,9,2,2,22,0,3,0,0,1,1,0,0,0,0,0,1,5,4,1,0,0,0,0,0,1,0,9,2,1,0,0,10,0
159,5,1,1,14,0,3,0,1,0,5,0,0,0,0,0,1,3,2,0,0,0,1,0,0,0,0,9,3,0,0,1,27,0
296,3,16,14,15.707922,1,8,1,0,0,4,1,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,20,1,0,0,1,13,0
183,9,2,1,17,0,3,0,0,1,1,0,0,0,0,0,1,5,3,1,0,0,0,0,0,0,1,11,1,0,0,1,10,0
176,0,9,8,13,0,2,1,0,0,3,0,1,0,0,0,0,4,3,1,1,0,0,0,0,0,0,8,3,0,0,1,9,0
128,7,5,5,12,0,4,1,0,0,3,0,0,0,0,1,0,4,2.931535,1,0,0,0,0,0,0,1,8,1,0,1,0,7,0
216,4.543491,1,1,21,0,10,1,0,0,1,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,1,13,3,0,0,1,4,0
181,3,2,1,15,0,3,0,1,0,3,0,0,0,0,0,1,4,4,0,1,0,0,0,0,0,0,10,3,0,0,1,3,0
187,7,2,2,14,1,1,1,0,0,3,0,1,0,0,0,0,4,3,1,0,0,1,0,0,0,0,16,3,0,0,1,11,0
239,8,3.008004,0,13,0,1,0,0,1,3,1,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,16,3,0,0,1,30,0
169,0,1,1,12,1,9,0,0,1,1,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,1,9,3,0,0,1,11,0
171,14,7,6,17,0,4,1,0,0,5,0,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,14,3,1,0,0,10,0
230,4.543491,2,1,22,1,7,1,0,0,5,0,1,0,0,0,0,5,3,1,0,0,0,0,0,0,1,12,3,1,0,0,14,0
236,11,3.008004,3,13,0,2,0,1,0,5,0,1,0,0,0,0,3,3,0,0,0,0,1,0,0,0,6,1,0,0,1,11,0
226,4.543491,14,5,15,1,4,1,0,0,1,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,1,9,1,1,0,0,16,0
187,12,5,4,15,1,3,1,0,0,1,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,1,7,3,0,0,1,10,0
123,2,1,1,14,0,1,0,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,1,26,1,0,1,0,10.189899,0
180,10,2,1,15,0,3,0,0,1,3,0,0,0,0,0,1,4,3,1,0,0,1,0,0,0,0,17,3,0,0,1,7,0
150,8,3,3,13,0,1,0,0,1,3,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,10,1,1,0,0,12,0
312,1,2,1,15.707922,0,4,0,1,0,3,0,0,1,0,0,0,5,3,1,1,0,0,0,0,0,0,11,1,0,0,1,23,0
121,2,2,1,14,0,5,1,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,1,0,0,13,1,1,0,0,10.189899,0
146,7,6,5,12,0,1,1,0,0,1,0,0,0,0,0,1,4,2,0,0,1,0,0,0,0,0,12,1,0,1,0,3,0
232,7,3.008004,6,11,0,10,1,0,0,5,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,12,3,1,0,0,29,0
146,2,2,1,13,0,3,1,0,0,4,0,0,0,1,0,0,5,3,1,1,0,0,0,0,0,0,14,1,0,1,0,4,0
143,3,1,0,12,1,2,1,0,0,3,0,0,0,0,0,1,3,3,0,0,0,1,0,0,0,0,16,3,0,1,0,0,0
173,1,2,1,15,0,6,1,0,0,4,0,0,0,1,0,0,5,4,1,1,0,0,0,0,0,0,9,1,0,0,1,16,0
147,1,2,1,18,0,5,0,1,0,2,0,0,0,1,0,0,5,4,1,0,0,0,0,0,0,1,10,1,0,1,0,31,0
211,4.543491,2,1,19,0,3,1,0,0,3,0,1,0,0,0,0,4,3,1,1,0,0,0,0,0,0,20,3,0,0,1,8,0
225,4.543491,2,1,16,0,6,1,0,0,5,0,1,0,0,0,0,5,3,1,1,0,0,0,0,0,0,13,1,0,0,1,13,0
154,9,2,1,13,0,3,1,0,0,1,0,0,0,1,0,0,4,3,1,0,0,0,0,0,0,1,23,1,0,0,1,4,0
220,4.543491,5,0,18,0,1,1,0,0,4,0,1,0,0,0,0,3,3,0,1,0,0,0,0,0,0,6,1,1,0,0,20,0
181,3,2,1,15,0,3,1,0,0,3,0,0,0,0,0,1,4,4,0,1,0,0,0,0,0,0,10,3,0,0,1,3,0
157,11,6,3,15,1,2,1,0,0,1,0,0,0,0,0,1,4,2,1,0,0,0,0,0,1,0,28,1,1,0,0,7,0
149,4,1,1,22,1,1,1,0,0,3,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,14,3,0,1,0,0,0
154,4,3,1,12,0,5,1,0,0,3,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,1,16,1,0,0,1,28,0
167,2,1,0,18,0,6,1,0,0,1,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,21,1,1,0,0,5,0
184,6,3,2,13,0,5,1,0,0,4,0,0,0,0,0,1,5,4,0,0,0,0,0,0,0,1,12,1,0,0,1,6,0
293,2,2,1,15.707922,1,8,1,0,0,1,0,0,1,0,0,0,3,2,1,1,0,0,0,0,0,0,8,1,0,0,1,19,0
321,14,3,1,15.707922,0,3,1,0,0,1,0,0,1,0,0,0,5,3,1,0,0,1,0,0,0,0,33,3,0,0,1,29,0
268,8,7,1.751023,23,0,4,0,0,1,4,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,24,3,0,0,1,28,0
173,9,2,2,15,0,4,1,0,0,3,0,0,0,0,0,1,4,3,0,1,0,0,0,0,0,0,25,1,0,0,1,20,0
185,8,5,2,22,0,2,0,0,1,3,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,1,6,1,1,0,0,3,0
134,2,2,2,20,0,2,1,0,0,4,0,0,0,0,1,0,4,3,0,0,0,0,0,0,1,0,19,1,1,0,0,5,0
263,17,14,1.751023,13,0,4,0,1,0,5,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,34,1,0,0,1,17,0
145,14,3,3,19,0,3,1,0,0,4,0,0,0,1,0,0,2,4,1,1,0,0,0,0,0,0,28,1,0,1,0,7,0
189,7,4,4,16,0,11,0,1,0,4,0,0,0,0,0,1,3,3,0,0,0,0,0,0,1,0,10,2,0,0,1,13,0
25,1,2,2,22,0,2,1,0,0,5,0,0,0,0,0,1,6,3,0,1,0,0,0,0,0,0,34,1,0,0,1,2,0
242,8,3.008004,1,12,0,2,0,1,0,3,0,1,0,0,0,0,4,3,1,1,0,0,0,0,0,0,14,1,0,0,1,7,0
153,1,6,2,14,0,3,0,1,0,3,0,0,0,1,0,0,2,3,1,0,0,0,0,0,1,0,7,2,0,0,1,12,0
290,9,9,1.751023,14,0,2,0,1,0,3,0,0,1,0,0,0,3,2,0,1,0,0,0,0,0,0,10,1,0,0,1,13,0
162,5,2,2,12,0,3,1,0,0,3,0,0,0,1,0,0,5,3,0,0,0,0,0,0,1,0,13,1,0,0,1,12,0
168,3,2,2,19,0,2,1,0,0,1,0,0,0,1,0,0,4,3,1,1,0,0,0,0,0,0,26,1,1,0,0,26,0
147,3,2,1,15,0,6,1,0,0,4,0,0,0,1,0,0,4,3,0,0,0,0,0,0,1,0,9,2,0,1,0,1,0
129,0,1,1,19,0,2,1,0,0,4,0,0,0,0,1,0,3,2.931535,0,0,0,0,0,1,0,0,9,3,0,1,0,1,0
189,9,8,7,24,0,2,1,0,0,3,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,1,13,1,1,0,0,4,0
153,3,2,2,23,0,3,1,0,0,4,0,0,0,1,0,0,2,4,1,0,0,0,0,0,0,1,16,1,1,0,0,10,0
154,8,9,2,13,0,3,1,0,0,1,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,1,26,1,0,0,1,8,0
139,7,7,1,11,0,2,1,0,0,4,0,0,0,1,0,0,3,3,0,1,0,0,0,0,0,0,16,1,0,1,0,10,0
152,8,2,2,25,0,3,1,0,0,3,0,0,0,1,0,0,2,3,1,0,0,0,0,0,0,1,30,1,0,0,1,3,0
124,3,4,2,19,0,2,1,0,0,4,0,0,0,0,1,0,4,2,0,0,0,0,0,0,1,0,15.639896,1,0,1,0,0,0
208,8,2,1,15,1,3,1,0,0,4,0,0,0,0,0,1,5,3,0,0,0,1,0,0,0,0,17,3,0,0,1,3,0
142,0,1,0,19,1,8,1,0,0,1,0,0,0,0,0,1,4,2,0,0,0,1,0,0,0,0,29,3,0,1,0,0,0
213,4.543491,2,1,22,0,3,1,0,0,5,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,1,17,1,1,0,0,1,0
151,4,1,0,13,0,6,1,0,0,2,0,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0,8,1,0,0,1,20,0
142,9,1,0,13,1,2,1,0,0,4,0,0,0,0,0,1,4,2,1,1,0,0,0,0,0,0,11,3,0,1,0,2,0
156,4,3,3,14,1,3,1,0,0,5,0,0,0,1,0,0,4,3,1,1,0,0,0,0,0,0,10,1,1,0,0,5,0
144,7,10,3,15,1,4,0,1,0,3,0,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0,31,1,1,0,0,10,0
210,4.543491,4,3,20,0,5,1,0,0,3,0,1,0,0,0,0,3,2,0,1,0,0,0,0,0,0,16,1,1,0,0,4,0
150,4,2,2,15,0,8,1,0,0,2,0,0,0,1,0,0,5,4,0,1,0,0,0,0,0,0,14,1,0,0,1,3,0
237,8,3.008004,4,16,0,5,0,0,1,2,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,1,10,1,0,0,1,6,0
213,4.543491,2,1,22,0,3,1,0,0,5,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,1,17,1,1,0,0,1,0
176,4,3,0,19,0,1,1,0,0,1,0,1,0,0,0,0,4,3,0,1,0,0,0,0,0,0,9,3,0,0,1,9,0
174,4,1,0,11,0,3,1,0,0,1,0,0,0,0,0,1,3,2,1,0,1,0,0,0,0,0,8,1,0,0,1,19,0
267,6,8,1.751023,11,0,2,0,0,1,4,1,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,34,1,0,0,1,18,0
166,4,2,2,13,0,3,0,1,0,5,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,1,7,1,1,0,0,5,0
136,8,1,1,15,1,2,1,0,0,5,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,1,29,1,1,0,0,18,0
204,8,7,2,20,1,3,1,0,0,1,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,1,9,1,0,0,1,18,0
180,9,1,0,13,0,2,0,0,1,5,0,1,0,0,0,0,4,2,1,0,0,0,0,0,1,0,23,2,0,0,1,2,0
145,3,3,1,19,0,8,1,0,0,4,0,0,0,1,0,0,4,3,1,1,0,0,0,0,0,0,16,1,1,0,0,1,0
126,7,6,1,14,0,1,0,0,1,1,0,0,0,0,1,0,3,2,0,0,0,0,0,1,0,0,15.639896,1,1,0,0,3,0
126,2,2,0,16,1,5,1,0,0,5,0,0,0,0,1,0,3,3,0,0,0,0,0,1,0,0,15.639896,1,0,1,0,22,0
289,14,4,1.751023,11,0,6,1,0,0,3,0,0,1,0,0,0,3,2,1,0,0,0,0,0,0,1,8,1,0,0,1,15,0
140,7,7,5,12,0,10,0,0,1,3,0,0,0,1,0,0,3,3,0,1,0,0,0,0,0,0,35,1,1,0,0,5,0
177,5,2,2,21,0,4,0,0,1,1,0,0,0,0,0,1,4,2,0,0,1,0,0,0,0,0,31,1,1,0,0,5,0
135,2,1,1,18,0,4,0,0,1,2,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,1,19,1,0,1,0,6,0
141,3,1,1,19,0,9,1,0,0,5,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,1,35,3,0,1,0,3,0
147,9,2,1,15,0,8,1,0,0,1,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,1,7,1,1,0,0,11,0
136,7,5,1,21,1,1,0,1,0,4,0,0,0,1,0,0,3,3,1,1,0,0,0,0,0,0,6,1,0,1,0,3,0
196,0,1,0,11,1,5,1,0,0,3,0,0,0,0,0,1,3,3,1,0,0,1,0,0,0,0,8,3,0,0,1,10,0
207,4,14,3,23,0,4,1,0,0,3,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,1,6,1,1,0,0,18,0
143,2,1,1,17,0,1,0,1,0,4,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,13,3,1,0,0,6,0
127,2,1,1,21,0,4,0,1,0,2,0,0,0,0,1,0,3,3,1,0,0,0,0,0,0,1,15.639896,1,0,1,0,18,0
293,2,2,1,15.707922,1,8,1,0,0,1,0,0,1,0,0,0,3,2,1,1,0,0,0,0,0,0,8,1,0,0,1,19,0
168,1,3,1,20,0,7,0,1,0,5,0,0,0,0,0,1,5,3,1,0,1,0,0,0,0,0,7,1,1,0,0,1,0
183,2,1,0,19,0,2,1,0,0,3,0,0,0,0,0,1,3,2,1,0,1,0,0,0,0,0,11,3,0,0,1,4,0
141,1,1,1,15,0,4,0,0,1,4,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,9,1,0,1,0,10,0
141,1,1,1,15,0,4,0,0,1,4,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,9,1,0,1,0,10,0
295,10,16,7,15.707922,0,10,1,0,0,5,1,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,9,3,0,0,1,20,0
152,8,2,2,25,0,3,0,1,0,3,0,0,0,1,0,0,2,3,1,0,0,0,0,0,0,1,30,1,0,0,1,3,0
154,1,2,1,14,1,3,1,0,0,1,0,0,0,1,0,0,2,4,1,1,0,0,0,0,0,0,23,1,1,0,0,1,0
25,9,6,2,18,0,6,1,0,0,2,0,0,0,1,0,0,4,3,1,0,0,1,0,0,0,0,11,3,1,0,0,11,0
179,12,12,6,25,0,3,1,0,0,1,0,0,0,0,0,1,6,3,1,0,0,1,0,0,0,0,22,3,1,0,0,10,0
175,8,6,6,17,0,3,0,0,1,3,0,0,0,0,0,1,4,3,1,1,0,0,0,0,0,0,13,3,0,0,1,6,0
184,6,2,2,15,0,4,0,1,0,5,0,0,0,0,0,1,4,3,0,0,0,1,0,0,0,0,10,3,0,0,1,28,0
321,5,2,2,15.707922,1,6,1,0,0,4,0,0,1,0,0,0,2,4,1,0,0,0,0,0,1,0,33,2,0,0,1,29,0
182,11,6,2,15,0,5,1,0,0,4,0,0,0,0,0,1,4,4,0,0,0,1,0,0,0,0,9,3,0,0,1,14,0
171,3,2,2,18,1,5,0,1,0,3,0,0,0,0,0,1,4,4,0,1,0,0,0,0,0,0,21,3,0,0,1,21,0
266,1,5,1.751023,12,0,9,0,1,0,4,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,9,3,0,0,1,19,0
146,3,3,1,17,0,4,1,0,0,3,0,0,0,1,0,0,2,3,1,0,1,0,0,0,0,0,17,1,0,1,0,1,0
187,7,2,2,14,1,1,1,0,0,3,0,1,0,0,0,0,4,3,1,0,0,1,0,0,0,0,16,3,0,0,1,11,0
154,1,2,2,16,0,3,0,0,1,1,0,0,0,1,0,0,4,3,0,1,0,0,0,0,0,0,22,1,0,0,1,1,0
156,9,1,1,14,0,7,0,0,1,4,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,1,19,1,0,0,1,19,0
230,4.543491,16,5,26,0,3,1,0,0,5,0,1,0,0,0,0,4,4,0,0,0,1,0,0,0,0,7,3,0,0,1,20,0
181,10,7,3,13,1,5,1,0,0,5,0,0,0,0,0,1,4,4,1,0,1,0,0,0,0,0,13,1,0,0,1,26,0
287,15,2,1.751023,11,0,9,0,0,1,4,0,0,1,0,0,0,1,3,1,1,0,0,0,0,0,0,20,1,0,0,1,28,0
298,10,11,6,15.707922,1,5,1,0,0,4,0,0,1,0,0,0,3,2,1,0,0,0,0,0,0,1,15,3,1,0,0,24,0
317,8,8,8,15.707922,1,4,0,1,0,3,0,0,1,0,0,0,4,4,1,1,0,0,0,0,0,0,9,1,0,0,1,24,0
175,3,2,2,12,0,3,1,0,0,1,0,0,0,0,0,1,4,3,1,0,0,1,0,0,0,0,18,3,1,0,0,9,0
180,4,2,2,13,0,3,0,1,0,2,0,0,0,0,0,1,2,3,1,1,0,0,0,0,0,0,9,1,0,0,1,1,0
168,4,2,2,13,0,3,1,0,0,5,0,0,0,0,0,1,5,3,1,0,0,1,0,0,0,0,11,3,0,0,1,1,0
154,4,4,2,23,0,5,1,0,0,3,0,0,0,1,0,0,4,3,1,0,1,0,0,0,0,0,17,1,1,0,0,16,0
152,10,1,1,11,0,2,1,0,0,5,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,24,1,0,0,1,8,0
172,4,4,3,14,1,3,0,1,0,5,0,0,0,0,0,1,4,3,1,1,0,0,0,0,0,0,18,1,1,0,0,1,0
135,2,1,1,18,0,4,0,0,1,1,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,1,19,1,0,1,0,6,0
164,3,2,2,21,0,3,1,0,0,2,0,0,0,1,0,0,4,3,1,0,0,0,0,0,1,0,17,1,0,0,1,9,0
176,1,2,2,13,1,5,1,0,0,1,0,0,0,0,0,1,4,4,1,0,0,1,0,0,0,0,19,3,0,0,1,16,0
138,0,2,2,17,1,2,1,0,0,3,0,0,0,1,0,0,3,2,1,1,0,0,0,0,0,0,16,1,1,0,0,7,0
156,3,2,2,20,0,2,1,0,0,3,0,0,0,1,0,0,4,3,1,0,0,0,0,0,0,1,9,3,0,0,1,5,0
178,3,2,2,15,0,8,1,0,0,3,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,1,33,1,0,0,1,10,0
300,10,5,2,15.707922,0,5,0,1,0,3,1,0,0,0,0,0,4,3,1,0,0,1,0,0,0,0,10,3,0,0,1,20,0
127,2,1,0,17,0,1,1,0,0,3,0,0,0,0,1,0,3,2.931535,1,0,0,0,0,1,0,0,16,1,1,0,0,11,0
293,17,12,10,15.707922,0,4,1,0,0,5,1,0,0,0,0,0,4,4,1,0,0,0,0,0,0,1,7,1,0,0,1,14,0
142,3,1,1,12,1,2,1,0,0,3,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,10,3,0,1,0,0,0
323,9,13,13,15,0,3,0,0,1,4,0,0,1,0,0,0,4,3,1,1,0,0,0,0,0,0,14,3,0,0,1,14,0
146,5,2,1,15,0,3,0,0,1,3,0,0,0,1,0,0,4,3,1,1,0,0,0,0,0,0,23,1,1,0,0,2,0
295,10,16,7,15.707922,0,10,1,0,0,5,1,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,9,3,0,0,1,20,0
179,4,2,1,21,1,4,1,0,0,1,0,0,0,0,0,1,6,4,0,0,0,1,0,0,0,0,9,3,0,0,1,12,0
307,8,11,7,15.707922,0,3,0,1,0,4,0,0,1,0,0,0,4,3,1,1,0,0,0,0,0,0,10,2,1,0,0,24,0
171,7,1,0,12,0,4,0,1,0,3,0,1,0,0,0,0,3,3,0,0,1,0,0,0,0,0,16,1,0,0,1,9,0
149,3,2,1,14,0,6,0,0,1,3,0,0,0,1,0,0,4,3,1,0,0,0,0,0,0,1,16,1,1,0,0,17,0
136,1,2,1,12,1,3,1,0,0,1,0,0,0,1,0,0,6,3,0,1,0,0,0,0,0,0,9,1,0,1,0,5,0
